name,slug,rating,roaster,location,origin,roast,cost_12oz,review_date,aroma,acid,body,flavor,aftertaste,with_milk,desc_1,desc_2,desc_3,Location_Latitude,Location_Longitude,Origin_Latitude,Origin_Longitude,Blend/Single Origin
Nicaragua La Bendicion Yellow Maracaturra Natural,https://www.coffeereview.com/review/nicaragua-la-bendicion-yellow-maracaturra-natural/,94,Paradise Roasters,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,29.9,21-Aug,9,9,9,9,8,,"Crisp, balanced, bright. Red currant, thyme, wild honey, cocoa nib, amber in aroma and cup. Sweetly tart with crisp, lively acidity; viscous, almost creamy mouthfeel. Finish is sweetly herbaceous with hints of wild honey.","Produced by Luis Alberto at Finca La Bendicion entirely of the rare, big-beaned Yellow Maracaturra variety of Arabica, and processed by the natural method (dried in the whole fruit). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.",A Nicaragua cup from trees of the uncommon yellow-fruited Maracaturra variety of Arabica — enlivening and inviting in its complexity.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from NicaraguaVisit Paradise Roasters ,44.9772995,-93.2654692,13.77190225,-86.05845422,Single Origin
Colombia Pink Bourbon Finca El Chaparote,https://www.coffeereview.com/review/colombia-pink-bourbon-finca-el-chaparote/,94,Paradise Roasters,"Minneapolis, Minnesota","Huila Department, Colombia",Light,29.9,21-Mar,9,9,9,9,8,,"Elegantly floral, delicately fruit-toned. Honeysuckle, pink grapefruit zest, agave syrup, cocoa nib, lemon balm in aroma and cup. Richly sweet structure with bright, balanced acidity; lyrically silky mouthfeel. Pretty floral-leaning finish centers on notes of honeysuckle and lemon balm with undertones of cocoa nib.","Produced by Erick Fernando Bravo Urbano of Finca El Chapapote entirely of the admired Pink Bourbon variety of Arabica and processed by the washed method. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An integrated, harmonious Pink Bourbon from Colombia with high-toned floral and fruit notes throughout — richly aromatic, juicy and bright.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from ColombiaVisit Paradise Roasters ",44.9772995,-93.2654692,2.8,-76.08333,Single Origin
Colombia La Gallera Estate,https://www.coffeereview.com/review/colombia-la-gallera-estate/,94,Evie's Cafe,"Chia-Yi, Taiwan","Tolima Department, Colombia",Light,29.76,21-Feb,9,9,9,9,8,,"Gently bright, richly floral. Raspberry, dark chocolate, macadamia nut, star jasmine, maple syrup in aroma and cup. Sweet-tart-savory structure with straightforward acidity; plush, velvety-smooth mouthfeel. Quietly juicy, round finish with notes of raspberry and dark chocolate. ","Produced by Jose Juaquin of La Gallera Estate from trees of the admired Bourbon and Sidra varieties of Arabica and processed by the honey method, in which some fruit flesh (“honey”) is allowed to adhere to the beans during drying. Evie’s Café, based in Chia-Yi Taiwan, specializes in fine roasted coffees as well as pour-overs and cold-brews. Visit https://m.facebook.com/eviescafe88/ for more information.",A honey-processed Colombia with the vibrant sweetness and elegant balance we might expect from a coffee composed of the distinguished Sidra and Bourbon varieties. Explore Similar CoffeesClick here for more reviews from Evie's CafeClick here for more information about coffees from Colombia ,23.4818972,120.462318,8.646141,-74.198658,Single Origin
Ethiopia Sidamo Faysel Abdosh Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-sidamo-faysel-abdosh-anaerobic-natural/,93,Regent Coffee,"Glendale, California",Ethiopia Sidamo Faysel Abdosh Anaerobic Natural,Medium-Light,29.5,23-May,9,8,9,9,8,,"Sweetly fermenty, richly aromatic. Raspberry brandy, lilac, mint, cocoa nib, yogurt in aroma and cup. Tart-leaning structure with citrusy acidity; satiny-smooth mouthfeel. Rich-toned finish with notes of mint and raspberry brandy.","Produced by Faysel Abdosh, from trees of the 774110 and 74158 varieties of Arabica, and processed by the anaerobic natural method, in which the whole fruit is fermented in an oxygen-free environment before drying. Regent strives to deliver coffee with care and purpose. Visit regentcoffee.com for more information.","An intentionally fermenty Ethiopia anaerobic cup with juicy berry notes, lactic tang, and sweet herbs throughout.",34.1469416,-118.2478471,37.8567857,-122.2592613,Single Origin
Guatemala Acatenango Geisha,https://www.coffeereview.com/review/guatemala-acatenango-geisha-2/,93,Regent Coffee,"Glendale, California","Acatenango growing region, Guatemala",Light,29.5,21-Mar,9,9,8,9,8,,"High-toned, richly sweet. Bing cherry, narcissus, almond butter, lemon verbena, cedar in aroma and cup. Sweet-tart structure with bright acidity; crisp, satiny-smooth mouthfeel. The finish leads with notes of cherry and lemon verbena, rounding to rich almond notes in the long.","Comprised entirely of the celebrated Geisha variety of Arabica and processed by the traditional washed method (fruit skin and flesh are removed from the beans before drying). Regent Coffee was founded by Leon and Di Nie who left China to pursue the American dream by way of coffee. With more than 10 years of roasting experience, Regent strives to deliver coffee with care and purpose. Visit regentcoffee.com for more information.","A bright, balanced, juicy Guatemala Geisha driven by stone fruit, floral and sweet nut notes with undertones of sweet herbs.Explore Similar CoffeesClick here for more reviews from Regent CoffeeClick here for more information about coffees from Guatemala ",34.1469416,-118.2478471,14.55194,-90.94222,Single Origin
Colombia Linarco Rodriguez Ospina Pink Bourbon Washed 94,https://www.coffeereview.com/review/colombia-linarco-rodriguez-ospina-pink-bourbon-washed-94/,94,Buon Caffe,"Taipei, Taiwan","Palestina, Huila Department, Colombia",Light,29.23,24-Jun,8,9,9,9,9,,"Delicately bright, balanced, richly sweet-tart. Red plum and cocoa nib in the aroma, deepening into Meyer lemon zest, shortbread and lilac in the cup. Gently bright, vibrant acidity; plush, silky mouthfeel. Very rich, multi-layered finish, deeply aromatic finish.","Produced by Linarco Rodriguez Ospina, entirely of the Pink Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Buon Caffe is a specialty coffee roaster and cafe in Taipei, Taiwan. Visit www.buoncaffe.com.tw for more information.","An unassuming initial break opens up on the table with big florals, stone fruit and complex citrus notes throughout the cup and into the very long finish.",25.0375198,121.5636796,1.7229505,-76.1311882,Single Origin
Ethiopia Limu Washed,https://www.coffeereview.com/review/ethiopia-limu-washed/,93,Jade Cafe,"Taipei, Taiwan","Oromia growing region, southern Ethiopia",Light,29.03,21-Apr,9,9,8,9,8,,"Delicately sweet-tart. Apricot, cocoa nib, hazelnut, Meyer lemon zest, hyacinth in aroma and cup. Sweetly tart structure with vibrant, citrusy acidity; smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of stone fruit and sweet citrus zest.","Produced by Aklilu Taye of Gera Farm and processed by the washed method (fruit skin and flesh are removed from the beans before drying). Jade Cafe is a specialty nano-roaster based in Taipei, Taiwan. Visit https://www.facebook.com/jadecafe19930822/ for more information.","A classic washed Ethiopia cup: balanced, bright and vibrant, with throughlines of stone fruit and cocoa nib.Explore Similar CoffeesClick here for more reviews from Jade CafeClick here for more information about coffees from Ethiopia ",25.0375198,121.5636796,8.9806,38.7578,Single Origin
Ethiopia Sidama Karamo Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-sidama-karamo-anaerobic-natural-2/,94,Bear Lake Coffee Co.,"Barronett, Wisconsin","Sidamo growing region, south-central Ethiopia",Medium-Light,29,24-Apr,9,9,9,9,8,,"Complex, richly sweet-tart. Pomegranate, pineapple kefir, cocoa nib, freesia, cedar in aroma and cup. Tart-leaning structure with bright, bright acidity; very full, satiny mouthfeel. Tangy finish with notes of cocoa nib and pineapple kefir. ","Produced by Faysel Yonis, from trees of local heirloom varieties of Arabica, and processed by the anaerobic natural method (whole coffee fruit is fermented with limited oxygen before drying) at the Gara Agena Washing Station. Bear Lake Coffee Co., a B Corp-certified coffeehouse and roastery located in Barronett, Wisconsin, is committed to sustainability through its Coffee with a Purpose™ initiative, which ensures that farmers receive compensation well above the Fairtrade Premium for their exceptional small-batch coffee. Visit www.bearlakecoffee.com for more information.","A multi-layered, tartly fruit-centered, tangy, cocoa-laden anaerobic natural Ethiopia with enigmatic layers of sweet and savory impulses.Explore Similar CoffeesClick here for more reviews from Bear Lake Coffee Co.Click here for more information about coffees from EthiopiaVisit Bear Lake Coffee Co. ",45.636944,-91.9929895,6.8475,39.4531,Single Origin
Ethiopia Sidama Karamo Anaerobic Natural,https://www.coffeereview.com/review/ethiopia-sidama-karamo-anaerobic-natural/,94,RamsHead Coffee Roasters,"Bozeman, Montana","Sidamo growing region, south-central Ethiopia.",Medium-Light,29,23-Feb,9,9,9,9,8,,"Elegantly fruit-toned, lactic-leaning. Mulberry, pineapple yogurt, cocoa nib, hop flowers, sandalwood in aroma and cup. Bittersweet structure with bright, winy acidity; plush, syrupy mouthfeel. Crisp finish with notes of pineapple yogurt and sandalwood. ","Produced by smallholding farmers from local heirloom varieties long grown in the region, and processed by the Yonis family at the Gara Agena Washing Station by the anaerobic natural method, in which whole coffee fruit is fermented with limited oxygen before drying, also in the whole fruit. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","An unabashedly fruit-forward anaerobic natural Ethiopia with the tangy, yogurt-like aromatics and flavor that often result from anaerobic fermentation; dark berry fruit, cocoa nib and bittersweet florals round out the profile.Explore Similar CoffeesClick here for more reviews from RamsHead Coffee RoastersClick here for more information about coffees from EthiopiaVisit RamsHead Coffee Roasters ",45.6794293,-111.044047,6.8475,39.4531,Single Origin
Peru Gilmer Cordova #13,https://www.coffeereview.com/review/peru-gilmer-cordova-13/,95,Roadmap CoffeeWorks,"Lexington, Virginia","Cajamarca, Peru",Light,29,23-Nov,9,9,9,9,9,,"Chocolaty and very floral. Dark chocolate fudge, vanilla orchid, pink peppercorn, calamansi, sandalwood in aroma and cup. Balanced, high-toned acidity; plush, creamy mouthfeel. Long, inviting, flavor-saturated finish.","This exceptional coffee was selected as the No. 22 coffee on Coffee Review’s list of the Top 30 Coffees of 2023. Produced by Gilmer Cordova of Finca Ecológica, from trees of the Catimor, Caturra, Bourbon and Typica varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.  ",This washed Peru has a dessert-like sweetness coupled with a spice-toned floral nose and a chocolate fudge throughline — decadently rich and harmoniously composed.Explore Similar CoffeesClick here for more reviews from Roadmap CoffeeWorksClick here for more information about coffees from PeruVisit Roadmap CoffeeWorks ,37.7840208,-79.4428157,-7.1566682,-78.517306,Single Origin
Ecuador Robusta Lactic Natural,https://www.coffeereview.com/review/ecuador-robusta-lactic-natural/,92,Paradise Roasters,"Hilo, Hawaii","Santa Elena Province, Ecuador",Medium-Light,29,23-Sep,8,8,9,9,8,,"Complex, multi-layered. Pomegranate, red wine barrel, rhododendron, kefir, kumquat in aroma and cup. Brisk acidity; full, syrupy-smooth mouthfeel. Finish leads with notes of wine barrel and kefir. ","Produced by Denise Bustamonte, entirely of the Robusta species, and processed by the anaerobic natural method, in which the whole fruit is fermented in tanks with limited oxygen before drying, also in the whole fruit. In this case, lactic acid was added to the fermentation step. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit paradiseroasters.com or call 763-433-0626 for more information.","An anaerobic natural Ecuador characterized by tart fruit, sweet floral and rich bittersweet citrus notes — intentional sweet ferment adds depth and complexity.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from EcuadorVisit Paradise Roasters ",19.7073734,-155.08158,-2.1954593,-80.5669167,Single Origin
La Papaya Ecuador Geisha Natural,https://www.coffeereview.com/review/la-papaya-ecuador-geisha-natural/,96,JBC Coffee Roasters,"Madison, Wisconsin","Saraguro, Loja growing region, Ecuador",Medium-Light,29,23-Jun,9,9,9,10,9,,"High-toned, lush, complexly fruity. Lychee, starfruit, wisteria, lemon thyme, cocoa nib in aroma and cup. Juicy-sweet with elegant, balanced acidity; lyrically silky mouthfeel. Notes of lychee, wisteria and cocoa nib carry far into a long, lingering finish. ","This exceptional coffee was selected as the No. 9 coffee on Coffee Review’s list of the Top 30 Coffees of 2023. Produced by Juan Peña of Finca La Papaya, entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit jbccoffeeroasters.com or call 608-256-5282 for more information","A fine example of what a Geisha natural from Ecuador can achieve: stunning aromatics, lush complexity throughout the profile, and fruit-forward with finesse.Explore Similar CoffeesClick here for more reviews from JBC Coffee RoastersClick here for more information about coffees from EcuadorVisit JBC Coffee Roasters ",43.074761,-89.3837613,-3.63536,-79.23362,Single Origin
Organic Peru San Fernando Tres Fincas Gesha,https://www.coffeereview.com/review/organic-peru-san-fernando-tres-fincas-gesha/,95,Wonderstate Coffee,"Viroqua, Wisconsin","Incawasi, La Convencion Province, Peru",Medium-Light,29,23-Mar,9,9,9,9,9,,"Richly sweet, floral-toned. Wisteria, red plum, cocoa nib, hazelnut butter, marjoram in aroma and cup. Balanced, sweet-tart structure with vibrant acidity; very full, syrupy-smooth mouthfeel. Resonant, lingering flavor-saturated finish.","This exceptional coffee was selected as the No. 18 coffee on Coffee Review’s list of the Top 30 Coffees of 2023. Produced by smallholding farmers of the San Fernando Cooperative, entirely of the Geisha (also Gesha)variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for its commitment to guaranteeing higher pay for farmers and operating the country’s first 100% solar-powered roastery. Visit wonderstate.com for more information.","An impressive Peru Geisha cup with deep floral aromatics, juicy stone fruit and crisp cocoa nib notes.Explore Similar CoffeesClick here for more reviews from Wonderstate CoffeeClick here for more information about coffees from Peru ",43.5569174,-90.8887413,-13.628751,-72.235309,Single Origin
Colombia Manos Juntas,https://www.coffeereview.com/review/colombia-manos-juntas/,92,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois","Cauca, Colombia",Medium-Light,29,22-Jan,9,8,8,9,8,,"Crisply sweet-savory. Baking chocolate, raspberry, cedar, shiitake mushroom, hazelnut in aroma and cup. Sweetly savory structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar.","Produced by smallholding farmers, entirely of the Pink Bourbon variety of Arabica, and processed by the anaerobic natural method (fermented in the whole fruit in a hermetically sealed vessel) at Manos Juntas Micromill. Conscious Cup Coffee Roasters is an independent and family-owned and -operated cafe and coffee roaster specializing in socially and environmentally sustainable coffees. Visit www.consciouscup.com or call 815-356-0115 for more information.","A savory-leaning, berry-toned anaerobic natural Colombia cup, nuanced and deep.Explore Similar CoffeesClick here for more reviews from Conscious Cup Coffee RoastersClick here for more information about coffees from ColombiaVisit Conscious Cup Coffee Roasters ",42.2411344,-88.3161965,2.5683314,-76.7814226,Single Origin
Colombia Pink Bourbon Honey,https://www.coffeereview.com/review/colombia-pink-bourbon-honey-2/,95,Bird Rock Coffee Roasters,"San Diego, California","Huila Department, Colombia",Medium-Light,29,21-Apr,9,9,9,9,9,,"Bright, juicy, high-toned. Guava, almond butter, wild honey, tangerine zest, narcissus-like flowers in aroma and cup. Richly sweet, elegantly tart structure with high-toned, vibrant acidity; very full, syrupy mouthfeel. The long, lingering, flavor-saturated finish carries forward all the notes from the cup.",Produced by Wilfredo Trujillo Mota of Finca Los Alpes entirely of the Pink Bourbon variety of Arabica and processed by the honey method. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.,"A lush, balanced, juicy-sweet Pink Bourbon from Colombia, lyrical in its balance and elegance.Explore Similar CoffeesClick here for more reviews from Bird Rock Coffee RoastersClick here for more information about coffees from Colombia ",32.7174202,-117.162772,2.8,-76.08333,Single Origin
Panama Finca Los Lajones Natural,https://www.coffeereview.com/review/panama-finca-los-lajones-natural/,94,Bird Rock Coffee Roasters,"San Diego, California","Boquete growing region, Panama",Light,29,21-Apr,9,9,9,9,8,,"Richly sweet-tart, cleanly fruit-toned. Pineapple guava, rhododendron, cocoa nib, cane sugar, a hint of spearmint in aroma and cup. Brightly sweet with citrusy acidity; full, satiny-smooth mouthfeel. The crisp, lingering finish centers around notes of rhododendron and spearmint.","This coffee tied for the third-highest rating in a cupping of coffees from roasters in North American beach and coastal communities for Coffee Review’s April 2021 report. Produced by Graciano Cruz, Sr. of Finca Los Lajones entirely of the Catuaí variety of Arabica and processed by the natural method (beans are dried in the whole fruit). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A high-toned yet resonant natural-processed Catuaí from Panama: sweetly tart, floral, evocative of the tropics.Explore Similar CoffeesClick here for more reviews from Bird Rock Coffee RoastersClick here for more information about coffees from Panama ",32.7174202,-117.162772,8.7692451,-82.43063508,Single Origin
Colombia Bandida Lactic Natural,https://www.coffeereview.com/review/colombia-bandida-lactic-natural/,93,Peach Coffee Roasters,"Johns Creek, Georgia","Huila Department, Colombia",Medium-Light,28.99,21-Jun,9,9,8,9,8,,"Bright, juicy, high-toned. Bing cherry, chocolate fudge, toffee, hop flowers, cedar in aroma and cup. Sweetly savory with vibrant, citrusy acidity; very smooth, satiny mouthfeel. The tart-leaning finish is rounded by sweet chocolate notes.","Produced by Andres Guaca of Finca La Bandida entirely of the rare Pink Bourbon variety of Arabica, and processed by fermenting whole cherries for 65 hours with the addition of lactobacilli, then drying them in the sun. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit peachcoffeeroasters.com for more information.","A richly bittersweet Colombia cup processed with the addition of lactobacilli to the whole-cherry fermentation, resulting in a fundamentally sweet cup with savory undertones.Explore Similar CoffeesClick here for more reviews from Peach Coffee RoastersClick here for more information about coffees from Colombia ",34.0181557,-84.190196,2.8,-76.08333,Single Origin
Guatemala Honey Finca El General Gesha,https://www.coffeereview.com/review/guatemala-honey-finca-el-general-gesha/,94,Kakalove Cafe,"Chia-Yi, Taiwan","Acatenango, Chimaltenango, Guatemala",Light,28.8,24-Jun,9,9,9,9,8,,"Floral-toned, deeply aromatic. Wisteria, bergamot, frangipane, frankincense, pluot in aroma and cup. High-toned, sweetly crisp acidity; very syrupy mouthfeel. Floral, citrusy finish supported by stone fruit.","Produced at Finca El General, entirely of the Gesha variety of Arabica, and processed by the honey method (some fruit flesh left on the beans during the drying process). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","Lush floral notes reminiscent of wisteria carry this pretty honey-processed Gesha from Guatemala, which has especially bright, vibrant acidity.",23.4818972,120.462318,14.5538872,-90.9423053,Single Origin
Ethiopia Natural Sidama Abebe 74110,https://www.coffeereview.com/review/ethiopia-natural-sidama-abebe-74110/,95,Kakalove Cafe,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,28.8,22-Sep,9,9,9,9,9,,"Fruit-centered, richly chocolaty. Dried mango, dark chocolate, Calla lily, sandalwood, hazelnut brittle in aroma and cup. Sweetly tart with bright, balanced acidity; syrupy, viscous mouthfeel. The confident finish is long and flavor-laden.","Produced by smallholding farmers entirely of the 74110 variety of Arabica, and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",An enticingly fruit-forward natural-processed single-variety Ethiopia cup with ballast from dark chocolate and caramelized hazelnut notes.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ,23.4818972,120.462318,6.8475,39.4531,Single Origin
Brazil Fazenda Samambaia Natural Fermentation Arara,https://www.coffeereview.com/review/brazil-fazenda-samambaia-natural-fermentation-arara/,95,Kakalove Cafe,"Chia-Yi, Taiwan","Santo Antônio do Amparo, Minas Gerais State, Brazil",Medium-Light,28.8,22-May,9,9,9,9,9,,"Richly sweet, deeply savory. Fig, dark chocolate, magnolia, cashew butter, a hint of grappa barrel in aroma and cup. Sweet-toned structure with juicy acidity; full, syrupy-smooth mouthfeel. The finish centers around notes of dark chocolate and cashew butter with undertones of dried fig.","Produced by Henrique Dias Cambraia of Fazenda Samambaia entirely of the Arara variety of Arabica, and processed by an experimental method in which the coffee was fermented in the whole fruit in open barrels for four days using yeasts naturally occurring at the farm, then dried on raised beds. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ","A plush, sweet-toned, experimentally processed natural Brazil cup with a pleasing suggestion of grappa-like spirits.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from BrazilVisit Kakalove Cafe ",23.4818972,120.462318,-20.9413389,-44.9187397,Single Origin
Acatenango Santa Felisa Wild Yeast Natural Sudan Rume Full Moon Lot 4,https://www.coffeereview.com/review/acatenango-santa-felisa-wild-yeast-natural-sudan-rume-full-moon-lot-4/,94,Kakalove Cafe,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,28.8,21-Oct,9,9,9,9,8,,"Crisply high-toned, richly sweet-savory. Dark chocolate, goji berry, lemon verbena, honeysuckle, hazelnut brittle in aroma and cup. Sweet-savory structure with lively, balanced acidity; plush, syrupy mouthfeel. The finish consolidates to dark chocolate and honeysuckle.","Produced at Santa Felisa farm entirely of the rare Sudan Rume variety of Arabica and processed by fermentation in the whole fruit with the addition of wild yeasts added to the tank, then dried in the whole fruit, making it, in effect, a fermented natural. Kakalove Cafe is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information. ","A uniquely composed, harmoniously balanced Sudan Rume cup from Guatemala, natural-processed but fermented with the addition of wild yeasts, netting a  deeply rich cup.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from GuatemalaVisit Kakalove Cafe ",23.4818972,120.462318,14.55194,-90.94222,Single Origin
Peru “El Dorado”,https://www.coffeereview.com/review/peru-el-dorado/,93,Simon Hsieh Aroma Roast Coffees,"Taoyuan, Taiwan","Jaen, Cajamarca, Peru",Medium-Dark,28.8,21-Jul,8,,9,9,8,9,"Evaluated as espresso. Bold, roasty-sweet, floral-toned. Magnolia, hazelnut butter, dark chocolate, date, fresh-cut oak in aroma and small cup. Syrupy-smooth mouthfeel; crisp, floral-toned, chocolaty finish.","Produced by smallholding farmers of the Caturra, Typica, Catimor, Mundo Novo and Pache varieties of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high-quality single-origin coffees. Customers can also visit the new showroom, Chateau Andy, in Taipei City. Visit www.facebook.com/4ArtsZeroDefectCoffees or call 886-0983-749876 for more information.","A resonant, roast-centered but balanced single-origin espresso with a lovely magnolia-like throughline.Explore Similar CoffeesClick here for more reviews from Simon Hsieh Aroma Roast CoffeesClick here for more information about coffees from PeruVisit Simon Hsieh Aroma Roast Coffees ",24.9929995,121.3010003,-5.7086087,-78.8075898,Single Origin
Kenya,https://www.coffeereview.com/review/kenya-10/,95,MK Coffee Roasters,"Taipei, Taiwan","Embu County, Kenya",Medium-Dark,28.77,23-Jun,9,9,9,9,9,,"Deep-toned, richly sweet. Passionfruit, scorched sandalwood, violet, tangerine, cocoa powder in aroma and cup. Gentle but juicy acidity; plush, syrupy mouthfeel. Honey-like, floral finish with legs.","Produced by smallholding farmers from trees of the SL28 and SL34 varieties of Arabica and processed by the traditional washed method (fruit skin and pulp removed before drying). MK Coffee Roasters, a short walk from the Shulin train station in New Taipei City, specializes in high-quality roasted beans to take home and expertly brewed coffees to enjoy in the café. Visit www.mkcoffee.com.tw or e-mail [email protected] for more information.","A big, resonant dark-roast Kenya that preserves origin character and offers up sweetly tart fruit, delicate floral and rich aromatic wood notes with a not-too-roasty edge.Explore Similar CoffeesClick here for more reviews from MK Coffee RoastersClick here for more information about coffees from Kenya ",25.0375198,121.5636796,-0.53112,37.4506,Single Origin
Kenya,https://www.coffeereview.com/review/kenya-9/,95,CafeTaster,"Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,28.77,22-Aug,9,9,9,9,9,,"Nuanced, multi-layered. Almond brittle, pomegranate, dark chocolate, narcissus, lemon-thyme in aroma and small cup. Sweetly savory with juicy acidity; syrupy-smooth, vibrant mouthfeel with. Resonant, long, flavor-saturated finish. "," Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. CafeTaster is a Taiwan-based specialty roaster and certified SCA training facility. For more information, visit www.facebook.com/cafetaster or email roaster Jerry Huang at [email protected].","A classic Kenya coffee: juicy, bright, balanced and deep with a lively, aromatic spark throughout the profile.Explore Similar CoffeesClick here for more reviews from CafeTasterClick here for more information about coffees from Kenya ",25.04772835,121.5112233,-0.440083,36.964036,Single Origin
Ethiopia Washed Sidama Bensa Single Variety 74158,https://www.coffeereview.com/review/ethiopia-washed-sidama-bensa-single-variety-74158/,94,U&Me Buna,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,28.77,24-Jul,9,9,9,9,8,,"Floral-toned, very fruity. Guava, lilac, pralines, cane sugar, calamansi in aroma and cup. Sweet-tart structure with sparkling acidity; full, syrupy-smooth mouthfeel. The rich-toned finish leads with notes of lilac and guava, supported by richly bitter-tart calamansi.","Produced by smallholding farmers, entirely of the 74158 variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). U&Me Buna’s mission is to bring Ethiopian coffee culture to coffee enthusiasts worldwide. Visit www.umebuna.de for more information.","A vibrant, flavor-saturated, richly aromatic washed single-variety Ethiopia, headily inviting and complex.Explore Similar CoffeesClick here for more reviews from U&Me BunaClick here for more information about coffees from Ethiopia ",25.0375198,121.5636796,5.521122,39.165001,Single Origin
Ethiopia Washed Guji Uraga Tome Variety 74110,https://www.coffeereview.com/review/ethiopia-washed-guji-uraga-tome-variety-74110/,93,U&Me Buna,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,28.77,24-Jul,9,8,9,9,8,,"Balanced, sweetly tart. Cocoa nib, apricot, narcissus, almond, brown sugar in aroma and cup. Gentle, round acidity; crisp, syrupy mouthfeel. Finish centers around notes of cocoa nib and apricot.","Produced by smallholding farmers, entirely of the 74110 variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). U&Me Buna’s mission is to bring Ethiopian coffee culture to coffee enthusiasts worldwide. Visit www.umebuna.de for more information.","A balanced, sweet-toned washed Ethiopia characterized by bright apricot and cocoa nib notes, alongside spicy-sweet florals.Explore Similar CoffeesClick here for more reviews from U&Me BunaClick here for more information about coffees from Ethiopia ",25.0375198,121.5636796,5.521122,39.165001,Single Origin
